	BLASTX_swissprot
TRINITY_DN9455_c1_g1	"TRXH1_ARATH^TRXH1_ARATH^Q:204-539,H:1-112^75.893%ID^E:9.58e-61^RecName: Full=Thioredoxin H1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8498_c1_g3	"RSLE2_ORYSJ^RSLE2_ORYSJ^Q:2087-918,H:69-472^32.195%ID^E:9.69e-97^RecName: Full=Zinc finger BED domain-containing protein RICESLEEPER 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa`RSLE2_ORYSJ^RSLE2_ORYSJ^Q:924-235,H:471-703^35.918%ID^E:9.69e-97^RecName: Full=Zinc finger BED domain-containing protein RICESLEEPER 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN9495_c4_g1	.
TRINITY_DN6329_c6_g2	.
TRINITY_DN7638_c2_g3	.
TRINITY_DN4823_c0_g1	"HY6H_HYONI^HY6H_HYONI^Q:1323-379,H:1-315^45.988%ID^E:3.9e-93^RecName: Full=Hyoscyamine 6-dioxygenase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Hyoscyameae; Hyoscyamus"
TRINITY_DN6201_c2_g2	"CRR25_ARATH^CRR25_ARATH^Q:2-313,H:152-257^37.736%ID^E:5.4e-13^RecName: Full=Putative cysteine-rich repeat secretory protein 25;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8487_c2_g1	"IDD1_ARATH^IDD1_ARATH^Q:590-685,H:42-73^71.875%ID^E:1.74e-08^RecName: Full=Protein indeterminate-domain 1 {ECO:0000303|PubMed:16784536};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5689_c3_g1	"FB135_ARATH^FB135_ARATH^Q:1058-342,H:121-382^29.588%ID^E:1.21e-16^RecName: Full=F-box protein At3g07870;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN13756_c0_g1	"FAX4_ARATH^FAX4_ARATH^Q:358-735,H:39-163^56.349%ID^E:2.61e-20^RecName: Full=Protein FATTY ACID EXPORT 4, chloroplastic {ECO:0000303|PubMed:25646734};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9524_c4_g1	.
TRINITY_DN8300_c1_g1	"TAR3_ARATH^TAR3_ARATH^Q:70-1413,H:6-450^56.222%ID^E:1.27e-171^RecName: Full=Tryptophan aminotransferase-related protein 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8249_c2_g1	"DNJB6_XENTR^DNJB6_XENTR^Q:808-641,H:4-56^53.571%ID^E:8.19e-11^RecName: Full=DnaJ homolog subfamily B member 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana"
TRINITY_DN8159_c4_g1	"DFRA_VITVI^DFRA_VITVI^Q:1346-399,H:16-325^58.544%ID^E:5.56e-133^RecName: Full=Dihydroflavonol 4-reductase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis"
TRINITY_DN3363_c0_g1	"SRC2_ARATH^SRC2_ARATH^Q:53-304,H:3-89^36.782%ID^E:1.33e-11^RecName: Full=Protein SRC2 homolog {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`SRC2_ARATH^SRC2_ARATH^Q:301-447,H:93-138^30.612%ID^E:1.33e-11^RecName: Full=Protein SRC2 homolog {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6120_c3_g1	.
TRINITY_DN8583_c2_g1	"ZIP1_ORYSJ^ZIP1_ORYSJ^Q:122-1069,H:24-352^62.5%ID^E:2.59e-123^RecName: Full=Zinc transporter 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN7891_c2_g1	.
TRINITY_DN6549_c2_g2	"SCGT_TOBAC^SCGT_TOBAC^Q:119-1510,H:15-468^46.996%ID^E:2.86e-152^RecName: Full=Scopoletin glucosyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
TRINITY_DN4911_c0_g1	.
TRINITY_DN9670_c4_g2	"PPA17_ARATH^PPA17_ARATH^Q:201-1124,H:29-333^67.419%ID^E:4.08e-154^RecName: Full=Purple acid phosphatase 17;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8867_c2_g1	"DET2_GOSHI^DET2_GOSHI^Q:392-709,H:151-257^46.729%ID^E:2.4e-24^RecName: Full=Steroid 5-alpha-reductase DET2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Gossypium"
TRINITY_DN5857_c3_g2	"CSLG2_ARATH^CSLG2_ARATH^Q:2447-492,H:1-658^35.007%ID^E:1.92e-151^RecName: Full=Cellulose synthase-like protein G2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN3901_c0_g1	"HFA2B_ORYSJ^HFA2B_ORYSJ^Q:494-1438,H:46-363^54.848%ID^E:7.72e-106^RecName: Full=Heat stress transcription factor A-2b;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN9613_c3_g1	"E134_MAIZE^E134_MAIZE^Q:712-146,H:28-219^42.857%ID^E:2.32e-41^RecName: Full=Endo-1,3;1,4-beta-D-glucanase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Andropogonodae; Andropogoneae; Tripsacinae; Zea"
TRINITY_DN8496_c2_g3	"NHX2_ARATH^NHX2_ARATH^Q:471-1889,H:6-510^70.495%ID^E:0^RecName: Full=Sodium/hydrogen exchanger 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7683_c8_g2	.
TRINITY_DN5650_c3_g1	.
TRINITY_DN3285_c0_g1	.
TRINITY_DN8408_c3_g1	.
TRINITY_DN8141_c4_g1	"JI23_HORVU^JI23_HORVU^Q:102-725,H:1-208^45.238%ID^E:6.16e-47^RecName: Full=23 kDa jasmonate-induced protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Hordeum"
TRINITY_DN7014_c3_g2	"BGL11_ARATH^BGL11_ARATH^Q:1399-320,H:128-511^58.073%ID^E:2.36e-151^RecName: Full=Beta-glucosidase 11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9749_c8_g1	.
TRINITY_DN2122_c0_g1	"MPSR1_ARATH^MPSR1_ARATH^Q:124-513,H:21-159^47.482%ID^E:3.54e-35^RecName: Full=E3 ubiquitin-protein ligase MPSR1 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8271_c3_g1	"WSD1_ARATH^WSD1_ARATH^Q:1156-50,H:60-421^28.117%ID^E:1.04e-35^RecName: Full=O-acyltransferase WSD1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9156_c0_g1	"SHT_ARATH^SHT_ARATH^Q:18-308,H:287-383^43.299%ID^E:6.27e-20^RecName: Full=Spermidine hydroxycinnamoyl transferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9084_c2_g1	"BEATH_CLABR^BEATH_CLABR^Q:1483-815,H:1-213^33.48%ID^E:1.24e-52^RecName: Full=Acetyl-CoA-benzylalcohol acetyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Onagraceae; Onagroideae; Onagreae; Clarkia`BEATH_CLABR^BEATH_CLABR^Q:807-259,H:240-425^35.567%ID^E:1.24e-52^RecName: Full=Acetyl-CoA-benzylalcohol acetyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Onagraceae; Onagroideae; Onagreae; Clarkia"
TRINITY_DN8226_c2_g1	"MIRA_SYNDU^MIRA_SYNDU^Q:679-140,H:30-217^62.766%ID^E:2.48e-74^RecName: Full=Miraculin;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Sapotaceae; Chrysophylloideae; Synsepalum"
TRINITY_DN5415_c1_g1	"WAKLA_ARATH^WAKLA_ARATH^Q:155-2164,H:39-705^46.915%ID^E:0^RecName: Full=Wall-associated receptor kinase-like 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6431_c2_g2	"MD37C_ARATH^MD37C_ARATH^Q:333-7,H:497-605^89.908%ID^E:2.29e-59^RecName: Full=Probable mediator of RNA polymerase II transcription subunit 37c;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6975_c3_g4	.
TRINITY_DN8983_c7_g1	.
TRINITY_DN9486_c4_g2	"CLPB1_ARATH^CLPB1_ARATH^Q:2955-274,H:1-892^86.161%ID^E:0^RecName: Full=Chaperone protein ClpB1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8310_c1_g1	.
TRINITY_DN6977_c1_g2	.
TRINITY_DN8914_c1_g1	.
TRINITY_DN6561_c0_g1	"NSF_ARATH^NSF_ARATH^Q:1227-421,H:220-490^48.339%ID^E:7.34e-78^RecName: Full=Vesicle-fusing ATPase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8546_c1_g1	"AGL8_SOLTU^AGL8_SOLTU^Q:213-902,H:1-250^64%ID^E:3.7e-95^RecName: Full=Agamous-like MADS-box protein AGL8 homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum"
TRINITY_DN2360_c0_g1	.
TRINITY_DN8625_c1_g1	.
TRINITY_DN6542_c2_g7	.
TRINITY_DN8230_c4_g1	"P2A01_ARATH^P2A01_ARATH^Q:731-213,H:71-246^42.938%ID^E:1.05e-39^RecName: Full=Protein PHLOEM PROTEIN 2-LIKE A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5981_c3_g8	.
TRINITY_DN8414_c5_g1	"GLR29_ARATH^GLR29_ARATH^Q:851-648,H:19-85^52.941%ID^E:3.58e-13^RecName: Full=Glutamate receptor 2.9;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9370_c2_g1	"RD22_ARATH^RD22_ARATH^Q:22-150,H:137-179^65.116%ID^E:1.49e-13^RecName: Full=BURP domain protein RD22 {ECO:0000303|PubMed:9790599};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7715_c4_g1	.
TRINITY_DN9673_c6_g1	.
TRINITY_DN7167_c4_g1	.
TRINITY_DN16757_c0_g1	"SNAK1_SOLTU^SNAK1_SOLTU^Q:147-350,H:21-88^75%ID^E:2.83e-30^RecName: Full=Snakin-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum"
TRINITY_DN4658_c0_g1	"CIPK5_ORYSJ^CIPK5_ORYSJ^Q:819-40,H:2-261^66.538%ID^E:1.8e-122^RecName: Full=CBL-interacting protein kinase 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN16019_c0_g1	.
TRINITY_DN8791_c3_g2	"ALB2_LATSA^ALB2_LATSA^Q:965-1624,H:4-226^51.327%ID^E:1.18e-61^RecName: Full=Albumin-2 {ECO:0000250|UniProtKB:P08688};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Fabeae; Lathyrus"
TRINITY_DN8315_c4_g1	.
TRINITY_DN7976_c3_g1	"PGL1A_ARATH^PGL1A_ARATH^Q:559-275,H:230-324^74.737%ID^E:4.88e-47^RecName: Full=PGR5-like protein 1A, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7321_c4_g1	.
TRINITY_DN8713_c4_g3	"SC13B_ARATH^SC13B_ARATH^Q:322-1224,H:1-302^82.781%ID^E:0^RecName: Full=Protein transport protein SEC13 homolog B {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8214_c1_g1	"GDL15_ARATH^GDL15_ARATH^Q:440-150,H:267-363^78.351%ID^E:2.63e-38^RecName: Full=GDSL esterase/lipase At1g29670;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8834_c2_g2	"RTM1B_ARATH^RTM1B_ARATH^Q:625-197,H:28-170^36.301%ID^E:1.43e-19^RecName: Full=Inactive protein RESTRICTED TEV MOVEMENT 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8988_c2_g1	"TRNH_DATST^TRNH_DATST^Q:143-916,H:10-267^62.016%ID^E:4.88e-110^RecName: Full=Tropinone reductase homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Datureae; Datura"
TRINITY_DN9184_c6_g2	.
TRINITY_DN6439_c4_g2	.
TRINITY_DN8715_c2_g1	.
TRINITY_DN9507_c10_g1	"HIDM_GLYEC^HIDM_GLYEC^Q:2-853,H:25-327^47.368%ID^E:1.35e-91^RecName: Full=2-hydroxyisoflavanone dehydratase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Galegeae; Glycyrrhiza"
TRINITY_DN7067_c3_g1	.
TRINITY_DN8841_c2_g2	"GDL82_ARATH^GDL82_ARATH^Q:771-1,H:28-284^73.93%ID^E:2.66e-136^RecName: Full=GDSL esterase/lipase At5g45670;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6127_c2_g1	.
TRINITY_DN9486_c4_g1	"CLPB1_ORYSJ^CLPB1_ORYSJ^Q:2194-104,H:186-885^74.037%ID^E:0^RecName: Full=Chaperone protein ClpB1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN8496_c2_g6	"NHX4_ARATH^NHX4_ARATH^Q:79-1614,H:7-526^72.692%ID^E:0^RecName: Full=Sodium/hydrogen exchanger 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN3717_c0_g1	.
TRINITY_DN7132_c2_g1	"SCP18_ARATH^SCP18_ARATH^Q:3-383,H:247-372^36.154%ID^E:6.49e-17^RecName: Full=Serine carboxypeptidase-like 18;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8113_c4_g2	.
TRINITY_DN6847_c1_g3	"YI31B_YEAST^YI31B_YEAST^Q:1424-981,H:1140-1287^35.135%ID^E:7.08e-33^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YI31B_YEAST^YI31B_YEAST^Q:982-509,H:1296-1452^25.625%ID^E:7.08e-33^RecName: Full=Transposon Ty3-I Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
TRINITY_DN8760_c0_g1	"WAK3_ARATH^WAK3_ARATH^Q:125-2170,H:28-709^47.511%ID^E:0^RecName: Full=Wall-associated receptor kinase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6403_c5_g2	"DNJB6_CHICK^DNJB6_CHICK^Q:115-480,H:2-109^52.459%ID^E:1.16e-19^RecName: Full=DnaJ homolog subfamily B member 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"
TRINITY_DN6363_c0_g1	"RS271_ARATH^RS271_ARATH^Q:105-233,H:1-43^97.674%ID^E:1.91e-13^RecName: Full=40S ribosomal protein S27-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7664_c7_g1	.
TRINITY_DN6354_c0_g1	"RNHX1_ARATH^RNHX1_ARATH^Q:33-1103,H:253-616^31.233%ID^E:8.75e-48^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8153_c1_g2	.
TRINITY_DN6298_c1_g1	.
TRINITY_DN6235_c1_g2	"DUT_ARATH^DUT_ARATH^Q:715-245,H:14-166^81.529%ID^E:2.48e-85^RecName: Full=Deoxyuridine 5'-triphosphate nucleotidohydrolase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7133_c1_g1	.
TRINITY_DN8824_c0_g1	.
TRINITY_DN6560_c3_g3	.
TRINITY_DN7313_c1_g3	.
TRINITY_DN9336_c0_g1	"HS21C_PEA^HS21C_PEA^Q:878-150,H:1-232^38.554%ID^E:3.32e-32^RecName: Full=Small heat shock protein, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum"
TRINITY_DN6209_c5_g2	"QORH_SPIOL^QORH_SPIOL^Q:2-478,H:139-297^76.101%ID^E:1.2e-83^RecName: Full=Quinone-oxidoreductase homolog, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia"
TRINITY_DN8686_c1_g2	"DNJB6_XENTR^DNJB6_XENTR^Q:319-516,H:4-66^59.091%ID^E:9.25e-17^RecName: Full=DnaJ homolog subfamily B member 6;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana"
TRINITY_DN6715_c0_g1	.
TRINITY_DN844_c0_g1	.
TRINITY_DN6374_c3_g3	"ZOG_PHALU^ZOG_PHALU^Q:58-1419,H:1-459^49.16%ID^E:1.49e-136^RecName: Full=Zeatin O-glucosyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Phaseolus"
TRINITY_DN3899_c0_g1	"ARFD_ORYSJ^ARFD_ORYSJ^Q:2434-338,H:19-781^42.219%ID^E:8.9e-180^RecName: Full=Auxin response factor 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN9626_c6_g1	"HMGL_IPONI^HMGL_IPONI^Q:211-309,H:36-69^70.588%ID^E:8.01e-07^RecName: Full=HMG1/2-like protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Convolvulaceae; Ipomoeeae; Ipomoea"
