#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN24177_c1_g2	AB3C_ARATH^AB3C_ARATH^Q:237-1,H:375-453^75.949%ID^E:3.02e-39^RecName: Full=ABC transporter C family member 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24124_c3_g4	.
TRINITY_DN24186_c2_g2	.
TRINITY_DN24138_c1_g2	.
TRINITY_DN24180_c7_g1	.
TRINITY_DN24197_c3_g2	.
TRINITY_DN24197_c3_g4	.
TRINITY_DN24197_c3_g5	.
TRINITY_DN24185_c3_g1	RGLG1_ARATH^RGLG1_ARATH^Q:1-489,H:326-489^67.066%ID^E:7.1e-70^RecName: Full=E3 ubiquitin-protein ligase RGLG1 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24136_c2_g3	KAI2_ARATH^KAI2_ARATH^Q:33-782,H:1-249^74.8%ID^E:2.02e-143^RecName: Full=Probable esterase KAI2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24175_c0_g1	REMO_SOLTU^REMO_SOLTU^Q:487-284,H:67-134^48.529%ID^E:7.13e-09^RecName: Full=Remorin;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum
TRINITY_DN24175_c1_g4	NIA2_TOBAC^NIA2_TOBAC^Q:2-283,H:811-904^80.851%ID^E:4.02e-46^RecName: Full=Nitrate reductase [NADH] 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN24173_c1_g1	.
TRINITY_DN24173_c2_g3	ROC1_NICSY^ROC1_NICSY^Q:640-1152,H:86-266^45.304%ID^E:1.47e-45^RecName: Full=29 kDa ribonucleoprotein A, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana`ROC1_NICSY^ROC1_NICSY^Q:643-891,H:188-270^42.169%ID^E:6.57e-13^RecName: Full=29 kDa ribonucleoprotein A, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN24105_c0_g2	CNG15_ARATH^CNG15_ARATH^Q:1034-1798,H:10-255^47.843%ID^E:2.04e-51^RecName: Full=Putative cyclic nucleotide-gated ion channel 15;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`CNG15_ARATH^CNG15_ARATH^Q:2146-2388,H:244-324^45.122%ID^E:2.14e-15^RecName: Full=Putative cyclic nucleotide-gated ion channel 15;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24152_c0_g3	.
TRINITY_DN24114_c0_g4	RNHX1_ARATH^RNHX1_ARATH^Q:607-143,H:461-616^33.333%ID^E:6.58e-11^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24135_c0_g2	.
TRINITY_DN24140_c3_g3	DJC76_ARATH^DJC76_ARATH^Q:287-910,H:43-255^35.16%ID^E:7.96e-28^RecName: Full=Chaperone protein dnaJ C76, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24140_c3_g4	.
TRINITY_DN24146_c0_g5	NUD17_ARATH^NUD17_ARATH^Q:672-196,H:5-170^68.675%ID^E:2.6e-76^RecName: Full=Nudix hydrolase 17, mitochondrial;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24146_c0_g10	.
TRINITY_DN24155_c6_g5	BGL24_ORYSJ^BGL24_ORYSJ^Q:771-145,H:106-295^57.416%ID^E:9.41e-80^RecName: Full=Beta-glucosidase 24;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN24155_c6_g10	BGL10_ORYSJ^BGL10_ORYSJ^Q:61-249,H:470-532^68.254%ID^E:8.81e-22^RecName: Full=Beta-glucosidase 10;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN24151_c5_g2	.
TRINITY_DN24133_c0_g5	FRO7_ARATH^FRO7_ARATH^Q:847-215,H:533-747^53.67%ID^E:2.15e-60^RecName: Full=Ferric reduction oxidase 7, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24133_c0_g7	ST14_SOLTU^ST14_SOLTU^Q:684-268,H:77-214^72.662%ID^E:7.9e-69^RecName: Full=STS14 protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum
TRINITY_DN22022_c1_g2	.
TRINITY_DN22063_c2_g3	.
TRINITY_DN22097_c0_g1	RMA1_CAPAN^RMA1_CAPAN^Q:1454-1984,H:33-237^44.712%ID^E:4.43e-43^RecName: Full=E3 ubiquitin-protein ligase RMA1H1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum
TRINITY_DN22097_c1_g1	MCA1_ARATH^MCA1_ARATH^Q:1170-649,H:101-277^58.192%ID^E:7.13e-66^RecName: Full=Metacaspase-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22017_c7_g3	.
TRINITY_DN22054_c1_g1	IST1L_DICDI^IST1L_DICDI^Q:74-607,H:2-175^33.516%ID^E:2.7e-18^RecName: Full=IST1-like protein;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium
TRINITY_DN22054_c1_g2	.
TRINITY_DN22054_c1_g4	RRP3_SPIOL^RRP3_SPIOL^Q:1-138,H:132-177^89.13%ID^E:1.91e-20^RecName: Full=30S ribosomal protein 3, chloroplastic {ECO:0000303|PubMed:10874039};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia
TRINITY_DN22066_c1_g1	TIP13_ARATH^TIP13_ARATH^Q:22-768,H:4-252^79.92%ID^E:4.62e-131^RecName: Full=Aquaporin TIP1-3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22065_c0_g1	RLP14_ARATH^RLP14_ARATH^Q:33-257,H:1-63^35.065%ID^E:5.49e-07^RecName: Full=Receptor-like protein 14 {ECO:0000303|PubMed:18434605};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22065_c1_g2	JI60_HORVU^JI60_HORVU^Q:58-1173,H:184-558^24.619%ID^E:2.64e-11^RecName: Full=60 kDa jasmonate-induced protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Hordeum
TRINITY_DN22065_c1_g3	.
TRINITY_DN22071_c2_g8	.
TRINITY_DN22086_c2_g1	BAT1_ORYSJ^BAT1_ORYSJ^Q:65-1633,H:1-519^79.924%ID^E:0^RecName: Full=Amino-acid permease BAT1 homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN22051_c1_g2	.
TRINITY_DN22051_c1_g2	.
TRINITY_DN22051_c2_g1	IQD1_ARATH^IQD1_ARATH^Q:1492-386,H:98-453^47.745%ID^E:2.18e-81^RecName: Full=Protein IQ-DOMAIN 1 {ECO:0000303|PubMed:15960618};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22069_c0_g1	FPP_SOLLC^FPP_SOLLC^Q:80-511,H:439-573^59.722%ID^E:1.35e-30^RecName: Full=Filament-like plant protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon
TRINITY_DN22069_c2_g1	.
TRINITY_DN22069_c2_g1	.
TRINITY_DN22069_c3_g1	.
TRINITY_DN22004_c3_g1	POLX_TOBAC^POLX_TOBAC^Q:9-581,H:288-468^24.747%ID^E:1.59e-09^RecName: Full=Retrovirus-related Pol polyprotein from transposon TNT 1-94;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN22088_c2_g1	SELH_MOUSE^SELH_MOUSE^Q:537-271,H:25-116^30.435%ID^E:7.17e-06^RecName: Full=Selenoprotein H {ECO:0000250|UniProtKB:Q8IZQ5};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN22020_c3_g1	TSJT1_TOBAC^TSJT1_TOBAC^Q:98-499,H:1-133^39.259%ID^E:4.43e-28^RecName: Full=Stem-specific protein TSJT1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN22020_c3_g2	.
TRINITY_DN22020_c3_g3	TSJT1_TOBAC^TSJT1_TOBAC^Q:354-788,H:1-133^39.726%ID^E:4.71e-24^RecName: Full=Stem-specific protein TSJT1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN22020_c3_g4	.
TRINITY_DN22005_c5_g1	.
TRINITY_DN22025_c3_g4	SRM1_ARATH^SRM1_ARATH^Q:88-264,H:126-184^81.356%ID^E:5.38e-27^RecName: Full=Transcription factor SRM1 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22025_c3_g5	RADL6_ARATH^RADL6_ARATH^Q:272-78,H:10-74^53.846%ID^E:2.75e-20^RecName: Full=Protein RADIALIS-like 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22025_c3_g6	.
TRINITY_DN22025_c3_g8	.
TRINITY_DN22056_c1_g1	.
TRINITY_DN22056_c3_g1	.
TRINITY_DN22019_c2_g1	TLP_ACTDE^TLP_ACTDE^Q:2-370,H:93-225^72.18%ID^E:9.11e-63^RecName: Full=Thaumatin-like protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Actinidiaceae; Actinidia
TRINITY_DN22030_c0_g3	.
TRINITY_DN22034_c1_g1	.
TRINITY_DN22034_c1_g2	FDC2_ARATH^FDC2_ARATH^Q:85-615,H:6-181^72.881%ID^E:1.29e-87^RecName: Full=Ferredoxin C 2, chloroplastic {ECO:0000303|PubMed:20966083};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22049_c1_g1	AGL8_SOLTU^AGL8_SOLTU^Q:643-44,H:1-200^71.5%ID^E:2.26e-92^RecName: Full=Agamous-like MADS-box protein AGL8 homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum
TRINITY_DN22013_c2_g10	PIP14_ARATH^PIP14_ARATH^Q:426-4,H:27-167^87.234%ID^E:4.1e-87^RecName: Full=Probable aquaporin PIP1-4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22092_c3_g1	.
TRINITY_DN22092_c3_g1	.
TRINITY_DN22092_c4_g2	CB4B_ARATH^CB4B_ARATH^Q:2-358,H:168-286^90.756%ID^E:8.58e-70^RecName: Full=Chlorophyll a-b binding protein CP29.2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22092_c4_g4	CB4A_ARATH^CB4A_ARATH^Q:437-6,H:14-158^75.862%ID^E:2.84e-66^RecName: Full=Chlorophyll a-b binding protein CP29.1, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22036_c5_g1	.
TRINITY_DN22029_c2_g1	FZL_ARATH^FZL_ARATH^Q:111-530,H:356-495^84.286%ID^E:2.58e-79^RecName: Full=Probable transmembrane GTPase FZO-like, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22067_c4_g1	.
TRINITY_DN22067_c4_g5	.
TRINITY_DN22010_c0_g5	.
TRINITY_DN22043_c4_g4	Y1461_ARATH^Y1461_ARATH^Q:1474-443,H:118-465^59.77%ID^E:9.63e-146^RecName: Full=Probable serine/threonine-protein kinase At1g54610;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22074_c3_g2	U92A1_ARATH^U92A1_ARATH^Q:2-436,H:7-156^51.656%ID^E:9.44e-36^RecName: Full=UDP-glycosyltransferase 92A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22072_c2_g1	.
TRINITY_DN22021_c2_g3	MLO4_ARATH^MLO4_ARATH^Q:454-870,H:311-450^57.343%ID^E:2.72e-42^RecName: Full=MLO-like protein 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22059_c0_g2	DRL4_ARATH^DRL4_ARATH^Q:191-3,H:248-313^54.545%ID^E:1.37e-17^RecName: Full=Putative disease resistance protein At1g50180;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22059_c2_g2	.
TRINITY_DN22047_c2_g1	.
TRINITY_DN22026_c3_g1	.
TRINITY_DN22031_c2_g1	.
TRINITY_DN25186_c2_g1	.
TRINITY_DN25186_c7_g1	WAKLO_ARATH^WAKLO_ARATH^Q:267-2111,H:15-625^51.111%ID^E:0^RecName: Full=Wall-associated receptor kinase-like 14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25186_c7_g1	WAKLO_ARATH^WAKLO_ARATH^Q:267-2111,H:15-625^51.111%ID^E:0^RecName: Full=Wall-associated receptor kinase-like 14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25194_c2_g2	BSK5_ARATH^BSK5_ARATH^Q:2-1117,H:36-407^85.753%ID^E:0^RecName: Full=Serine/threonine-protein kinase BSK5 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25106_c7_g2	.
TRINITY_DN25101_c6_g1	HAK20_ORYSJ^HAK20_ORYSJ^Q:298-516,H:41-113^76.712%ID^E:2.31e-31^RecName: Full=Potassium transporter 20;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN25101_c6_g5	.
TRINITY_DN25147_c1_g1	RTNLN_ARATH^RTNLN_ARATH^Q:259-131,H:95-137^48.837%ID^E:1.28e-06^RecName: Full=Reticulon-like protein B14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`RTNLN_ARATH^RTNLN_ARATH^Q:133-2,H:93-136^45.455%ID^E:3.93e-06^RecName: Full=Reticulon-like protein B14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25137_c2_g4	.
TRINITY_DN25191_c7_g2	.
TRINITY_DN25197_c2_g1	.
TRINITY_DN25161_c3_g5	.
TRINITY_DN25123_c7_g3	LOX15_SOLTU^LOX15_SOLTU^Q:3-740,H:617-862^73.984%ID^E:4.51e-134^RecName: Full=Probable linoleate 9S-lipoxygenase 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum
TRINITY_DN25174_c0_g3	.
TRINITY_DN25185_c2_g1	.
TRINITY_DN25183_c4_g1	U86A1_ARATH^U86A1_ARATH^Q:52-657,H:276-477^62.871%ID^E:5.59e-91^RecName: Full=UDP-glycosyltransferase 86A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25183_c4_g2	U86A1_ARATH^U86A1_ARATH^Q:762-268,H:5-165^67.857%ID^E:2.66e-85^RecName: Full=UDP-glycosyltransferase 86A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`U86A1_ARATH^U86A1_ARATH^Q:271-2,H:186-276^62.766%ID^E:2.66e-85^RecName: Full=UDP-glycosyltransferase 86A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25115_c1_g2	.
TRINITY_DN25115_c1_g3	Y1786_ARATH^Y1786_ARATH^Q:278-604,H:362-470^37.168%ID^E:1.23e-08^RecName: Full=Putative B3 domain-containing protein At1g78640;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25116_c1_g2	SMT1_ARATH^SMT1_ARATH^Q:1-339,H:91-203^88.496%ID^E:2.27e-72^RecName: Full=Cycloartenol-C-24-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25116_c1_g4	SMT1_ARATH^SMT1_ARATH^Q:268-2,H:10-98^84.27%ID^E:7.75e-48^RecName: Full=Cycloartenol-C-24-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25139_c1_g7	PDCT1_ARATH^PDCT1_ARATH^Q:639-409,H:117-193^84.416%ID^E:3.77e-29^RecName: Full=Phosphatidylcholine:diacylglycerol cholinephosphotransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25127_c2_g1	KN14R_ARATH^KN14R_ARATH^Q:1-363,H:791-909^41.803%ID^E:1.86e-14^RecName: Full=Kinesin-like protein KIN-14R {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`KN14R_ARATH^KN14R_ARATH^Q:121-363,H:768-845^45.679%ID^E:1.48e-13^RecName: Full=Kinesin-like protein KIN-14R {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25163_c2_g2	.
TRINITY_DN25163_c3_g2	.
TRINITY_DN25155_c1_g6	OPT4_ARATH^OPT4_ARATH^Q:172-777,H:527-728^79.703%ID^E:7.8e-115^RecName: Full=Oligopeptide transporter 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25182_c6_g1	.
TRINITY_DN25180_c4_g1	.
TRINITY_DN26786_c3_g2	.
TRINITY_DN26797_c3_g3	SPSA4_ARATH^SPSA4_ARATH^Q:112-1086,H:1-328^68.769%ID^E:1.31e-147^RecName: Full=Probable sucrose-phosphate synthase 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN26717_c0_g1	.
TRINITY_DN26714_c1_g6	NBR1_ARATH^NBR1_ARATH^Q:113-355,H:8-89^54.878%ID^E:1.88e-18^RecName: Full=Protein NBR1 homolog {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
